INPUT:previous	INPUT:sentence	INPUT:following	INPUT:quiz_file	INPUT:answer_num	INPUT:question_num	INPUT:sentence_num	TASK:id	TASK:overlap	OUTPUT:result	TASK:assignments_count
 The Dutch East Indies were a major source of sugar for the United States, and the loss of this supply led to shortages	 To ensure that the available sugar was fairly distributed, the US government implemented a rationing system in 1942, which limited the amount of sugar that could be purchased by individuals and businesses	 Rationing was an important measure during World War II to ensure that essential goods were available for the war effort and to prevent hoarding and price gouging	artifacts\v6\filtered_pop_quiz_2.json	4	1	2	000279d650--65148991ba0d275c33251ada	44	True	https://en.wikipedia.org/wiki/Rationing_in_the_United_States#Food_and_consumer_goods
	Sugar was the first good to be rationed in the United States because Japan's occupation of the Dutch East Indies disrupted the sugar supply from that region	 The United States relied heavily on imported sugar, and with the supply chain disrupted, it became necessary to ration sugar to ensure there was enough for both domestic consumption and military needs	artifacts\v6\filtered_pop_quiz_2.json	5	1	0	000279d650--6514898fba0d275c332519ae	2	True	https://en.wikipedia.org/wiki/Rationing_in_the_United_States#Food_and_consumer_goods
 Rationing sugar helped to manage the limited supply and prevent hoarding or price gouging	 This rationing system was part of the broader effort to support the war effort during World War II		artifacts\v6\filtered_pop_quiz_2.json	5	1	3	000279d650--65148990ba0d275c33251a12	3	True	https://en.wikipedia.org/wiki/Rationing#Second_World_War
	Sugar was the first good to be rationed in the United States because Japan's conquest of the Dutch East Indies in 1942 cut off the United States' main source of sugar imports	 As a result, the US government implemented a rationing program to ensure that sugar was fairly distributed among the population	artifacts\v6\filtered_pop_quiz_2.json	6	1	0	000279d650--65148991ba0d275c33251ae0	3	False	0
Sugar was the first good to be rationed in the United States because Japan's conquest of the Dutch East Indies disrupted the supply of sugar	 The Dutch East Indies were a major source of sugar for the United States, and the loss of this supply led to shortages	 To ensure that the available sugar was fairly distributed, the US government implemented a rationing system in 1942, which limited the amount of sugar that could be purchased by individuals and businesses	artifacts\v6\filtered_pop_quiz_2.json	4	1	1	000279d650--65148991ba0d275c33251ad8	3	True	https://en.wikipedia.org/wiki/Dutch_East_Indies
 The United States relied heavily on imported sugar, and with the supply chain disrupted, it became necessary to ration sugar to ensure there was enough for both domestic consumption and military needs	 Rationing sugar helped to manage the limited supply and prevent hoarding or price gouging	 This rationing system was part of the broader effort to support the war effort during World War II	artifacts\v6\filtered_pop_quiz_2.json	5	1	2	000279d650--65148991ba0d275c33251ade	4	True	https://en.wikipedia.org/wiki/Rationing_in_the_United_States#Food_and_consumer_goods
 San Marino is a small country with a relatively weaker football team, and the match against them provided Rooney with the opportunity to break the record	 Switzerland, Lithuania, and Slovenia are all countries that England has played against in various matches, but none of them are the correct answer for this specific record-breaking goal		artifacts\v6\filtered_pop_quiz_4.json	6	2	5	000279d650--65148992ba0d275c33251bda	3	False	0
"
The correct answer is a) Blackburn"	 Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season	 This victory ensured that Chelsea finished at the top of the league table with 86 points, one point ahead of second-placed Manchester United	artifacts\v6\filtered_pop_quiz_4.json	1	3	1	000279d650--65148990ba0d275c332519c8	2	False	0
Blackburn is the correct answer	 Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season		artifacts\v6\filtered_pop_quiz_4.json	4	3	1	000279d650--65148990ba0d275c33251a1c	3	False	0
	Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season		artifacts\v6\filtered_pop_quiz_4.json	3	3	0	000279d650--65148992ba0d275c33251be6	3	True	https://en.wikipedia.org/wiki/2009%E2%80%9310_Premier_League#
	Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season		artifacts\v6\filtered_pop_quiz_4.json	2	3	0	000279d650--65148992ba0d275c33251be4	5	True	https://en.wikipedia.org/wiki/2009%E2%80%9310_Premier_League#
 This victory ensured that Chelsea finished at the top of the league table with 86 points, one point ahead of second-placed Manchester United	 The win over Blackburn was a dominant performance by Chelsea, with goals coming from a variety of players including Didier Drogba, Salomon Kalou, Frank Lampard, and Ashley Cole	 This victory showcased Chelsea's attacking prowess and their ability to perform under pressure in a crucial match	artifacts\v6\filtered_pop_quiz_4.json	1	3	3	000279d650--65148992ba0d275c33251be0	10	False	7
	"
Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season"		artifacts\v6\filtered_pop_quiz_4.json	5	3	0	000279d650--65148992ba0d275c33251be8	3	False	0
 The win over Blackburn was a dominant performance by Chelsea, with goals coming from a variety of players including Didier Drogba, Salomon Kalou, Frank Lampard, and Ashley Cole	 This victory showcased Chelsea's attacking prowess and their ability to perform under pressure in a crucial match		artifacts\v6\filtered_pop_quiz_4.json	1	3	4	000279d650--65148992ba0d275c33251be2	29	False	27
	Jimmy Carter is the correct answer because he won the Navy and Marine Corps Medal for his heroism during World War II	 Carter served as a naval officer and was awarded the medal for his actions during the sinking of a Japanese submarine	artifacts\v6\filtered_pop_quiz_2.json	1	2	0	000279d650--65148991ba0d275c33251ae6	3	True	https://en.wikipedia.org/wiki/Jimmy_Carter#Naval_career
 Kennedy was a naval officer but did not serve in World War II, and Dwight D	 Eisenhower was a general during the war but did not receive this particular medal		artifacts\v6\filtered_pop_quiz_2.json	1	2	5	000279d650--65148990ba0d275c33251a52	3	False	0
 This distinguishes him from the other options, as Ronald Reagan served in the military during World War II but did not receive this specific medal, John F	 Kennedy was a naval officer but did not serve in World War II, and Dwight D	 Eisenhower was a general during the war but did not receive this particular medal	artifacts\v6\filtered_pop_quiz_2.json	1	2	4	000279d650--65148990ba0d275c33251a50	3	False	0
Jimmy Carter is the correct answer because he won the Navy and Marine Corps Medal for his heroism during World War II	 Carter served as a naval officer and was awarded the medal for his actions during the sinking of a Japanese submarine	 He was honored for his bravery and leadership in the face of danger	artifacts\v6\filtered_pop_quiz_2.json	1	2	1	000279d650--65148991ba0d275c33251ae8	3	False	0
 He was honored for his bravery and leadership in the face of danger	 This distinguishes him from the other options, as Ronald Reagan served in the military during World War II but did not receive this specific medal, John F	 Kennedy was a naval officer but did not serve in World War II, and Dwight D	artifacts\v6\filtered_pop_quiz_2.json	1	2	3	000279d650--65148990ba0d275c33251a4e	3	True	https://en.wikipedia.org/wiki/Ronald_Reagan#Military_service
 Carter served as a naval officer and was awarded the medal for his actions during the sinking of a Japanese submarine	 He was honored for his bravery and leadership in the face of danger	 This distinguishes him from the other options, as Ronald Reagan served in the military during World War II but did not receive this specific medal, John F	artifacts\v6\filtered_pop_quiz_2.json	1	2	2	000279d650--65148990ba0d275c33251a4c	14	True	https://en.wikipedia.org/wiki/Jimmy_Carter#Naval_career
	"
Agricultural declination is the correct answer"	 During the Great Depression in the United Kingdom, there was a significant decline in agricultural production	artifacts\v6\filtered_pop_quiz_3.json	0	0	0	000279d650--65148990ba0d275c33251a54	3	Cannot say	0
"
The correct answer is a) Agricultural declination"	 The great depression in the United Kingdom resulted in a significant decline in agricultural production and output	 This was due to a combination of factors such as reduced demand for agricultural products, lower prices, and increased competition from other countries	artifacts\v6\filtered_pop_quiz_3.json	1	0	1	000279d650--65148991ba0d275c33251aec	3	True	https://en.wikipedia.org/wiki/Great_depression_of_British_agriculture
	"
The correct answer is a) Agricultural declination"	 The great depression in the United Kingdom resulted in a significant decline in agricultural production and output	artifacts\v6\filtered_pop_quiz_3.json	1	0	0	000279d650--65148991ba0d275c33251aea	3	Cannot say	0
 The decline in agriculture had a profound impact on the rural economy and led to increased unemployment and poverty in farming communities	 The agricultural declination also contributed to food shortages and increased reliance on imported goods, further exacerbating the economic hardships faced by the country during this period		artifacts\v6\filtered_pop_quiz_3.json	0	0	4	000279d650--65148990ba0d275c33251a5c	3	True	https://en.wikipedia.org/wiki/Great_Depression_in_the_United_Kingdom#Emergency_measures
 During the Great Depression in the United Kingdom, there was a significant decline in agricultural production	 This was due to factors such as reduced demand for agricultural products, falling prices, and a decrease in the availability of credit for farmers	 The decline in agriculture had a profound impact on the rural economy and led to increased unemployment and poverty in farming communities	artifacts\v6\filtered_pop_quiz_3.json	0	0	2	000279d650--65148990ba0d275c33251a58	3	True	https://en.wikipedia.org/wiki/Great_Depression_in_the_United_Kingdom#Economic_crisis_and_the_Labour_minority_government
	Blackburn is the correct answer	 Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season	artifacts\v6\filtered_pop_quiz_4.json	4	3	0	000279d650--6514898fba0d275c33251980	2	Cannot say	0
	Manchester United beat Villarreal in the 2017 Europa League final		artifacts\v6\filtered_pop_quiz_4.json	1	4	0	000279d650--65148992ba0d275c33251bec	3	False	0
	"
Manchester United beat Villarreal in the 2017 Europa League final"		artifacts\v6\filtered_pop_quiz_4.json	6	4	0	000279d650--65148992ba0d275c33251bfc	3	False	0
South Africa is the correct answer because the oldest footballer in the world, Kazuyoshi Miura, is from Japan and he is currently playing for Yokohama FC	 He was born on February 26, 1967, making him the oldest active professional footballer at the age of 54	 While Malaysia and Ecuador have their own football leagues, the oldest footballer in the world is not currently playing in either of these countries	artifacts\v6\filtered_pop_quiz_4.json	0	7	1	000279d650--65148993ba0d275c33251c7b	4	True	https://en.wikipedia.org/wiki/Kazuyoshi_Miura#
The correct answer is (c) Forest of sea turtles	" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park translates to ""Forest of sea turtles"	""" This park is located on the Caribbean coast of Costa Rica and is renowned for its significant nesting grounds for several species of sea turtles, including the green turtle, hawksbill turtle, leatherback turtle, and loggerhead turtle"	artifacts\v6\filtered_pop_quiz_5.json	5	0	1	000279d650--65148993ba0d275c33251c97	3	False	0
""" The park is a crucial nesting site for several species of sea turtles, including the endangered green sea turtle and the critically endangered hawksbill turtle"	 It is a protected area dedicated to the conservation of these magnificent creatures and their natural habitat		artifacts\v6\filtered_pop_quiz_5.json	4	0	5	000279d650--65148993ba0d275c33251c95	3	True	https://en.wikipedia.org/wiki/Tortuguero_National_Park#Geography
""" This park is located on the Caribbean coast of Costa Rica and is renowned for its significant nesting grounds for several species of sea turtles, including the green turtle, hawksbill turtle, leatherback turtle, and loggerhead turtle"	 The park's name reflects the importance of these sea turtles and their nesting activities within the protected area	 Visitors to Tortuguero National Park have the opportunity to witness the incredible spectacle of sea turtles coming ashore to lay their eggs, making it a popular ecotourism destination	artifacts\v6\filtered_pop_quiz_5.json	5	0	3	000279d650--65148993ba0d275c33251c99	16	True	https://en.wikipedia.org/wiki/Tortuguero_National_Park#Geography
