INPUT:previous	INPUT:sentence	INPUT:following	INPUT:quiz_file	INPUT:answer_num	INPUT:question_num	INPUT:sentence_num	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
"Argentina has a multi-tier football league system, with the fifth tier being called ""Primera D"	""" In a match between Claypole and Victoriano Arenas on May 1, 2011, a total of 22 red cards were given out"	 This outrageous number of red cards set a new record for the most red cards shown in a single match	artifacts\v6\filtered_pop_quiz_4.json	5	6	1	False				https://platform.toloka.ai/task/41539152/000279d650--65193533bded9655b6efcab8	000279d650--65148993ba0d275c33251c5d	000279d650--65193533bded9655b6efcab8	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:00:35.531
"
The correct answer is b) 3-0"	 The score in the Euro 2012 final was 3-0		artifacts\v6\filtered_pop_quiz_4.json	5	0	1	False				https://platform.toloka.ai/task/41539152/000279d650--65193533bded9655b6efcab8	000279d650--65148992ba0d275c33251b68	000279d650--65193533bded9655b6efcab8	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:00:35.531
	In 2011, a 5th tier match in Argentina saw a record number of red cards given out, with a total of 22	 This is an unusually high number of red cards for a single match, especially considering that it was a lower-level match	artifacts\v6\filtered_pop_quiz_4.json	3	6	0	False				https://platform.toloka.ai/task/41539152/000279d650--65193533bded9655b6efcab8	000279d650--65148993ba0d275c33251c51	000279d650--65193533bded9655b6efcab8	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:00:35.531
 The high number of red cards suggests that there were multiple instances of serious foul play or unsportsmanlike behavior by the players involved, leading to their ejection from the match	 Such a high number of red cards is rare and highlights the intensity and physicality of the game in question		artifacts\v6\filtered_pop_quiz_4.json	0	6	3	True	False			https://platform.toloka.ai/task/41539152/000279d650--65193533bded9655b6efcab8	000279d650--65148993ba0d275c33251c3f	000279d650--65193533bded9655b6efcab8	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:00:35.531
 In 1513, he crossed the Isthmus of Panama and reached the western coast of what is now Panama	 From there, he became the first European to lay eyes on the Pacific Ocean	 This significant achievement opened up new trade routes and expanded European knowledge of the world	artifacts\v6\filtered_pop_quiz_1.json	3	0	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65193533bded9655b6efcab8	000279d650--65148990ba0d275c33251a70	000279d650--65193533bded9655b6efcab8	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:00:35.531
 The win was a historic moment for Porto, as it was their first ever Champions League title	 Barcelona, on the other hand, were left disappointed as they failed to secure the trophy despite having a talented squad		artifacts\v6\filtered_pop_quiz_4.json	2	5	4	True				https://platform.toloka.ai/task/41539152/000279d650--65193533bded9655b6efcab8	000279d650--65148993ba0d275c33251c1b	000279d650--65193533bded9655b6efcab8	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:00:35.531
	"
Porto beat Barcelona in the 2004 Champions League final"	 This was a surprising victory for Porto as Barcelona were considered the favorites to win the match	artifacts\v6\filtered_pop_quiz_4.json	2	5	0	True				https://platform.toloka.ai/task/41539152/000279d650--65193533bded9655b6efcab8	000279d650--65148992ba0d275c33251c14	000279d650--65193533bded9655b6efcab8	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:00:35.531
 This is an exceptionally high number of red cards, indicating a high level of aggression and misconduct during the game	 The high number of red cards could be attributed to various factors such as intense rivalry between the teams, poor discipline, or controversial refereeing decisions	 Regardless of the reasons, such a high number of red cards is unusual and stands out as a significant event in the history of Argentine football	artifacts\v6\filtered_pop_quiz_4.json	1	6	4	True	True			https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--65148993ba0d275c33251c47	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was awarded the Man of the Match	 His goal in the 113th minute secured Germany's 1-0 victory and their fourth World Cup title	 Sergio Aguero, Lionel Messi, and Bastian Schweinsteiger were also key players in the final, but it was Goetze's goal that made the difference and earned him the prestigious award	artifacts\v6\filtered_pop_quiz_4.json	5	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--65148992ba0d275c33251b94	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
The oldest footballer in the world, as of 2021, is believed to be Ecuadorean player Luis Rivas	 Rivas, who was born in 1940, continues to play for his local club in Ecuador at the age of 81		artifacts\v6\filtered_pop_quiz_4.json	1	7	1	False	False			https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--65148993ba0d275c33251c81	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	artifacts\v6\filtered_pop_quiz_4.json	3	2	1	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--65148992ba0d275c33251bba	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
The nucleus plays a crucial role in organizing and moving the internal parts of the cell	 It contains the genetic material (DNA) which provides instructions for the cell's activities	 The nucleus also contains the nucleolus, which is responsible for producing ribosomes	artifacts\v6\filtered_pop_quiz_3.json	6	1	1	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--6514898fba0d275c3325196c	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
 This is an exceptionally high number of red cards for a single match, indicating a high level of aggression and misconduct on the field	 The match was likely characterized by intense physical play and players losing their temper, resulting in numerous fouls and dismissals	 The number of red cards given out in this match is a testament to the poor discipline and sportsmanship displayed by the players involved	artifacts\v6\filtered_pop_quiz_4.json	2	6	2	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--65148993ba0d275c33251c4d	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
 This is an unusually high number of red cards for a single match, especially considering that it was a lower-level match	 The reason for so many red cards being given out in this particular match is unclear, but it may be attributed to high tension and aggression on the field, resulting in numerous fouls and misconduct	 The referee likely had to take strict action to maintain control over the game and ensure player safety	artifacts\v6\filtered_pop_quiz_4.json	3	6	2	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--6514898fba0d275c332519a2	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
 The economic downturn caused a decline in trade and investment, resulting in reduced income and increased unemployment	 As a result, both individuals and the government had to borrow money to sustain their livelihoods and operations	 This led to a substantial increase in overall indebtedness in the country during that period	artifacts\v6\filtered_pop_quiz_3.json	3	0	2	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--65148991ba0d275c33251af8	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
"
During the Great Depression in the United Kingdom, one of the significant socio-economic effects was debtedness"	 The economic downturn led to a decline in industrial production, high unemployment rates, and a decrease in wages	 As a result, many individuals and businesses were unable to repay their loans and accumulated significant debt	artifacts\v6\filtered_pop_quiz_3.json	4	0	1	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--6514898fba0d275c33251960	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
The correct answer is a) Mario Goetze	 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was awarded the Man of the Match	 His goal in the 113th minute secured Germany's 1-0 victory and their fourth World Cup title	artifacts\v6\filtered_pop_quiz_4.json	5	1	1	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--65148992ba0d275c33251b92	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
 This decision was made due to the country's desire for greater independence and to show its commitment to non-alignment during the Cold War	 West Germany wanted to assert its own foreign policy and distance itself from the influence of NATO and the United States	 This move was met with concern from other NATO members, but West Germany remained a part of the organization and continued to contribute to its goals and missions	artifacts\v6\filtered_pop_quiz_cold_war.json	0	0	2	True				https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--65148993ba0d275c33251ccf	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
"
Croatia has a total of 9 national parks"	 These national parks are protected areas that showcase the country's diverse natural beauty	 Each national park in Croatia has its own unique features, such as stunning waterfalls, crystal-clear lakes, and diverse wildlife	artifacts\v6\filtered_pop_quiz_5.json	0	1	1	True	True			https://platform.toloka.ai/task/41539152/000279d650--6519364ba6851054905b601e	000279d650--6514898fba0d275c33251921	000279d650--6519364ba6851054905b601e	17c5c6a67d6260c0dc7f1e7f4888794b	APPROVED	2023-10-01T09:05:15.771
	In 2011, a 5th tier match in Argentina saw a record number of red cards being given out	 The correct option is c) 22	artifacts\v6\filtered_pop_quiz_4.json	1	6	0	True				https://platform.toloka.ai/task/41539152/000279d650--651958dc6cad645a3a04b806	000279d650--65148990ba0d275c332519c0	000279d650--651958dc6cad645a3a04b806	3f4fca25041df45e36f55866409e5ad2	APPROVED	2023-10-01T11:32:44.408
 It contains the cell's DNA which contains instructions for the cell's functioning	 The nucleus also plays a role in the synthesis of RNA and the assembly of ribosomes	 Additionally, the nucleus controls the cell's activities and regulates gene expression	artifacts\v6\filtered_pop_quiz_3.json	1	1	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--651958dc6cad645a3a04b806	000279d650--65148991ba0d275c33251b11	000279d650--651958dc6cad645a3a04b806	3f4fca25041df45e36f55866409e5ad2	APPROVED	2023-10-01T11:32:44.408
Balboa was the first European to encounter the Pacific Ocean	 In 1513, he crossed the Isthmus of Panama and reached the Pacific Ocean, becoming the first European to see and explore its eastern shores	 This discovery opened up new opportunities for trade and exploration in the Pacific	artifacts\v6\filtered_pop_quiz_1.json	6	0	1	True				https://platform.toloka.ai/task/41539152/000279d650--651958dc6cad645a3a04b806	000279d650--65148990ba0d275c332519fc	000279d650--651958dc6cad645a3a04b806	3f4fca25041df45e36f55866409e5ad2	APPROVED	2023-10-01T11:32:44.408
 It is located in the southwestern corner of the South Island and is known for its stunning fjords, waterfalls, and diverse ecosystems	 The park is home to a variety of rare and endangered species, including the takahe and the kakapo	 Its remote and untouched wilderness make it a popular destination for hiking, boating, and wildlife watching	artifacts\v6\filtered_pop_quiz_5.json	0	4	2	Cannot say	Cannot say			https://platform.toloka.ai/task/41539152/000279d650--651958dc6cad645a3a04b806	000279d650--6514898fba0d275c3325193e	000279d650--651958dc6cad645a3a04b806	3f4fca25041df45e36f55866409e5ad2	APPROVED	2023-10-01T11:32:44.408
"
Porto beat Barcelona in the 2004 Champions League final"	 This was a surprise victory for Porto, as Barcelona was considered the favorite to win the match	 Despite Barcelona having more possession and shots on goal, Porto managed to secure a 2-1 victory with goals from Carlos Alberto and Deco	artifacts\v6\filtered_pop_quiz_4.json	6	5	1	False				https://platform.toloka.ai/task/41539152/000279d650--651958dc6cad645a3a04b806	000279d650--6514898fba0d275c3325194c	000279d650--651958dc6cad645a3a04b806	3f4fca25041df45e36f55866409e5ad2	APPROVED	2023-10-01T11:32:44.408
 This discovery opened up new opportunities for trade and exploration in the Pacific	 Circumnavigating the globe was accomplished by Ferdinand Magellan in 1522	 The Cape of Good Hope was first navigated by Bartolomeu Dias in 1488, while the Horn of Africa was encountered by Portuguese explorer Vasco da Gama in 1498	artifacts\v6\filtered_pop_quiz_1.json	6	0	3	False				https://platform.toloka.ai/task/41539152/000279d650--651958dc6cad645a3a04b806	000279d650--65148991ba0d275c33251a94	000279d650--651958dc6cad645a3a04b806	3f4fca25041df45e36f55866409e5ad2	APPROVED	2023-10-01T11:32:44.408
	Manchester United beat Villarreal in the 2017 Europa League final		artifacts\v6\filtered_pop_quiz_4.json	5	4	0	False				https://platform.toloka.ai/task/41539152/000279d650--651958dc6cad645a3a04b806	000279d650--65148992ba0d275c33251bfa	000279d650--651958dc6cad645a3a04b806	3f4fca25041df45e36f55866409e5ad2	APPROVED	2023-10-01T11:32:44.408
